UAI;nom_etablissement;type;nature;type_contrat_brut;statut_contrat;adresse;code_postal;ville;code_dept;departement;region;telephone;email;site_web;siret;OPCO_probable;contact_decisionnaire;fonction_contact;profil_pedagogique_notes;etat
0783847H;Ecole générale et technologique Station phoenix;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;20 rue des Gaudines;78100;Saint-Germain-en-Laye;078;Yvelines;Ile-de-France;0769161101;stationphoenix78@gmail.com;;99070910700017;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783871J;Ecole 2D degré professionnel privée - Mes Talents;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;Rue Pierre Curie;78130;Les Mureaux;078;Yvelines;Ile-de-France;0649607347;c.potrel@mes-talents-edp.fr;;92431836300018;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0881623L;Lycée professionnel privé Horticulture et Paysage;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;6 rue du collège ROVILLE AUX CHENES;88700;Roville-aux-Chênes;088;Vosges;Grand Est;0329651104;ce.0881623L@ac-nancy-metz.fr;;78346979400011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0881710F;Ecole secondaire privée Institution Saint Dominique;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;184 RUE DU CLOS MARIOTTE;88460;La Baffe;088;Vosges;Grand Est;0329332467;ce.0881710F@ac-nancy-metz.fr;;40248543700014;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0881789S;Collège privé hors-contrat Les Souris Vertes;Collège;COLLEGE;HORS CONTRAT;Hors contrat;5 rue du Président Poincaré;88210;Senones;088;Vosges;Grand Est;0621703213;secretariat.montessori.senones@gmail.com;;80771398700020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912337W;Ecole secondaire privée Citizen for Society School;Collège;COLLEGE;HORS CONTRAT;Hors contrat;12 rue René Cassin;91300;Massy;091;Essonne;Ile-de-France;0981562618;administration@cfs-school.fr;;51949794500039;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912363Z;Ecole secondaire privée Rhazès;Collège;COLLEGE;HORS CONTRAT;Hors contrat;15 rue Galilée;91270;Vigneux-sur-Seine;091;Essonne;Ile-de-France;0766887580;direction@collegerhazes.fr;;75196169900012;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912379S;Ecole secondaire privée de la Trinité;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 route du Carmel;91640;Briis-sous-Forges;091;Essonne;Ile-de-France;0652913168;trinite.direction@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912486H;Ecole secondaire privée ELAH;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 rue des Delâches;91940;Gometz-le-Châtel;091;Essonne;Ile-de-France;0756861033;elahgometz@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922632L;Ecole 2D degré professionnel privée - Académie d'Art Dentaire;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;41 place Jules Ferry;92120;Montrouge;092;Hauts-de-Seine;Ile-de-France;0146556015;mathieu.boileau@academieartdentaire.fr;;38918577800054;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922751R;Collège privé Beth Hilel;Collège;COLLEGE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;18 rue Clément Bayard;92300;Levallois-Perret;092;Hauts-de-Seine;Ile-de-France;0174541444;collegebethhilel@gmail.com;;49025488500026;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0922878D;Ecole secondaire privée Iféa Emilie du Châtelet;Collège;COLLEGE;HORS CONTRAT;Hors contrat;28 rue Petit;92110;Clichy;092;Hauts-de-Seine;Ile-de-France;0630151745;contact@ifea.education;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922955M;Ecole secondaire privée Iféa Katherine Johnson;Collège;COLLEGE;HORS CONTRAT;Hors contrat;81 rue Pierre Joigneaux;92270;Bois-Colombes;092;Hauts-de-Seine;Ile-de-France;0630082404;valerie.cossart@ifea.education;;88425644700043;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0923043H;Collège privé Institution Yad Mordekai;Collège;COLLEGE;HORS CONTRAT;Hors contrat;16 boulevard du Général Leclerc;92110;Clichy;092;Hauts-de-Seine;Ile-de-France;0143147428;yad.ispym@gmail.com;;39951742400046;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0923044J;Ecole générale et technologique privée Beth Sepher Yad Mordekai;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;23 rue Morel;92110;Clichy;092;Hauts-de-Seine;Ile-de-France;0143147428;yad.ispym@gmail.com;;34081749300018;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783537W;Lycée professionnel Notre-Dame;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;15 rue de Strasbourg;78200;Mantes-la-Jolie;078;Yvelines;Ile-de-France;01 34 97 76 03;lycee.pro.nd@wanadoo.fr;http://notre-dame-mantes.com;78508797400016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0080084Y;Collège Saint-Jean-Baptiste de La Salle;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;20 rue Madame de Sévigné;08000;Charleville-Mézières;008;Ardennes;Grand Est;03 24 33 65 65;ce.0080084y@ac-reims.fr;http://www.college-saintjeanbaptiste.com/;78025339900015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0541985P;Collège l'Assomption;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 rue Foch;54150;Val de Briey;054;Meurthe-et-Moselle;Grand Est;03 82 46 11 04;ce.0541985@ac-nancy-metz.fr;https://assomp-bj.fr/;78327197600020;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910824B;Lycée du Sacré-Coeur;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue du Gaizon;91620;La Ville-du-Bois;091;Essonne;Ile-de-France;01 69 01 06 12;0910824B@ac-versailles.fr;https://www.isc-vdb.fr/;78525891400023;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672299K;Lycée professionnel privé Sainte-Philomène;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;19 A boulevard Hanauer BP 60236;67504;Haguenau;067;Bas-Rhin;Grand Est;03 88 07 15 15;secretariat@sainte-philo.com;http://www.sainte-philo.com;53329492200091;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0511180F;Collège Saint-Michel;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 A rue René Bourgeois;51100;Reims;051;Marne;Grand Est;03 26 77 62 83;ce.0511180f@ac-reims.fr;http://www.groupesaintmichel.fr/contenu/secteur/college;77811428000044;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0783339F;Collège Sainte-Anne;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;8 à 12 rue de la Tour BP 41;78360;Montesson;078;Yvelines;Ile-de-France;01 39 52 04 84;0783339F@ac-versailles.fr;http://www.sainte-anne-montesson.org;78510011600041;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754965P;Lycée privé Lucien de Hirsch;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;68-70 avenue Secrétan;75019;Paris;075;Paris;Ile-de-France;01 42 08 84 14;ldhlycee@hotmail.fr;https://www.luciendehirsch.fr;78477860700027;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0680144M;Collège privé Institution Champagnat;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 rue St-Marcellin Champagnat;68500;Issenheim;068;Haut-Rhin;Grand Est;03 89 76 86 61;ce.0680144M@ac-strasbourg.fr;http://www.maristes-champagnat68.com/fr/;77892256700012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0951998F;École nationale des professions de l'automobile;Lycée;LYCEE POLYVALENT;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;3 boulevard Gallieni BP 4;95102;Argenteuil;095;Val-d'Oise;Ile-de-France;01 34 34 37 40;ce.0951998F@ac-versailles.fr;http://www.garac.com;77568811200033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753840S;Lycée privé Stanislas;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;22 rue Notre-Dame-des-Champs;75279;Paris;075;Paris;Ile-de-France;01 42 84 88 00;secretariat.lycee@stanislas.fr;https://www.stanislas.fr;57222293300010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0752842G;Collège privé Fénelon Sainte-Marie;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;47 rue de Naples;75008;Paris;075;Paris;Ile-de-France;01 45 22 05 35;direction@groupefenelon.org;http://www.fenelonsaintemarie.org;77567111800047;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753902J;Lycée privé Notre-Dame de France;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;63 rue de la Santé;75013;Paris;075;Paris;Ile-de-France;01 44 08 69 70;mlcaravano@ndfrance.fr;https://www.notredamedefrance.fr/;78454450400011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0783282U;Lycée Blanche de Castille;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 avenue de la Bretèche;78150;Le Chesnay-Rocquencourt;078;Yvelines;Ile-de-France;01 39 23 14 30;b2c@blanche-de-castille.fr;http://www.blanche-de-castille.fr;30340859500047;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753887T;Lycée privé Bossuet Notre-Dame;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;17 rue Yves Toudic;75010;Paris;075;Paris;Ile-de-France;01 42 08 01 47;Lycee-BND.T@nerim.fr;https://www.bossuetnotredame.org/;78444836700036;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0932653D;Lycée général privé Saint-Joseph La Salle;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;12 avenue du 8 mai 1945;93500;Pantin;093;Seine-Saint-Denis;Ile-de-France;01 48 45 85 60;direction@saintjosephlasalle.fr;https://lasallepantin.fr;78558906000025;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0671636P;Lycée privé ORT;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;14 rue Sellénick;67083;Strasbourg;067;Bas-Rhin;Grand Est;03 88 76 74 76;strasbourg@ort.asso.fr;https://ort-france.fr/strasbourg;77568810400030;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0671611M;Lycée privé La Doctrine Chrétienne;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;14 rue Brûlée;67000;Strasbourg;067;Bas-Rhin;Grand Est;03 88 32 44 16;ce.0671611M@ac-strasbourg.fr;http://www.ladoc-strasbourg.fr;33793580300011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0920906K;Lycée Notre-Dame;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;65 avenue du Général Leclerc;92340;Bourg-la-Reine;092;Hauts-de-Seine;Ile-de-France;01 41 13 42 42;a.comby@indblr.asso.fr;http://indblr.asso.fr;77572280400017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0920875B;Lycée Sainte-Marie de Neuilly;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;24 boulevard Victor Hugo;92200;Neuilly-sur-Seine;092;Hauts-de-Seine;Ile-de-France;01 47 57 58 58;secretariat.direction@saintemariedeneuilly.fr;http://saintemariedeneuilly.fr;77572829800016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100762Z;Ecole primaire privée Jeanne d'Arc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;12  PLACE CASIMIR PERIER;10000;Troyes;010;Aube;Grand Est;0325782305;ce.0100762z@ac-reims.fr;;78034836300018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0772149T;Ecole primaire privée de La Neuville;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;1 rue Du Chateau Tachy;77650;Chalmaison;077;Seine-et-Marne;Ile-de-France;0164088717;ce.0772149T@ac-creteil.fr;;34081560400012;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772849D;Ecole maternelle privée Montessori;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;12 rue GEORGES CLEMENCEAU;77210;Avon;077;Seine-et-Marne;Ile-de-France;0633756164;ce.0772849D@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772888W;Ecole Montessori Les Galopins;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;125 ter avenue de Fontainebleau;77310;Saint-Fargeau-Ponthierry;077;Seine-et-Marne;Ile-de-France;0677774047;ce.0772888W@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0780074G;Ecole primaire privée Sainte Jeanne d'Arc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;78 rue de Paris;78550;Houdan;078;Yvelines;Ile-de-France;0130596115;ce.0780074G@ac-versailles.fr;;78507068100016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0780110W;Ecole primaire privée Ecole Anglaise de Paris;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;12 rue Hans List;78290;Croissy-sur-Seine;078;Yvelines;Ile-de-France;0134804590;finance@britishschool.fr;;34016294000043;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783527K;Ecole primaire privée Jacinthe et Francois;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;23 rue rue de la clairefontaine;78120;Rambouillet;078;Yvelines;Ile-de-France;0134838141;secretariat@jacintheetfrancois.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783528L;Ecole primaire privée Mathurin Cordier;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;12 boulevard de la République;78440;Porcheville;078;Yvelines;Ile-de-France;0134796029;contact@ecolemathurincordier.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783610A;Ecole primaire privée Sainte Julitte;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;4 rond-point Samuel de Champlain;78210;Saint-Cyr-l'Ecole;078;Yvelines;Ile-de-France;0619755075;contact@ecolesaintejulitte.fr;;53418665500021;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0783663H;Ecole primaire privée Sainte Clotidle;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;41 rue René Dorne;78330;Fontenay-le-Fleury;078;Yvelines;Ile-de-France;0130584030;sainteclotilde@scholae-fanjeaux.org;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783667M;Ecole élémentaire privée Ibn Battuta;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;20 avenue Roger Hennequin;78190;Trappes;078;Yvelines;Ile-de-France;0986227683;directeur@aet-trappes.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783689L;Ecole élémentaire privée Cours Charles Péguy;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;49 avenue du Général de Gaulle;78500;Sartrouville;078;Yvelines;Ile-de-France;0768515624;secretariat@courscharlespeguy.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783692P;Ecole primaire privée, Ecole des enfants, Ecole Montessori Internationnale;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;24 avenue Félix Gaillerey;78700;Conflans-Sainte-Honorine;078;Yvelines;Ile-de-France;0783727733;contact@montessori-conflans.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783715P;Ecole primaire privée de la Jonchère;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;Sente Chemin du Mur du Parc;78380;Bougival;078;Yvelines;Ile-de-France;0161303019;eibjonchere@eibparis.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783719U;Ecole privée Cube School Port-Marly;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;16 avenue de Saint-Germain;78560;Le Port-Marly;078;Yvelines;Ile-de-France;0620788069;hello.portmarly@cube-school.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783742U;Ecole maternelle privée Ecole Montessori Main dans la Main;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;20 allée des Aulnes;78190;Trappes;078;Yvelines;Ile-de-France;0134618302;ecolemontessorimaindanslamain@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783797D;Ecole maternelle privée montessori academy;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;21 route de versailles;78430;Louveciennes;078;Yvelines;Ile-de-France;0681677903;cecile@montessoriacademy.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783830P;Ecole primaire privée les pastoureaux;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;33 rue de Chartres;78610;Le Perray-en-Yvelines;078;Yvelines;Ile-de-France;0643333713;ecole.lespastoureaux@gmail.com;;91453704800029;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0080880N;Ecole primaire privée Saint Joseph;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;16 rue Pasteur;08330;Vrigne aux Bois;008;Ardennes;Grand Est;0324521948;ce.0080880n@ac-reims.fr;;78029684400019;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0912327K;Ecole primaire privée Tarcisius;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;4 route de Carmel BP 91640;91640;Briis-sous-Forges;091;Essonne;Ile-de-France;0175590951;tarcisius.direction@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912352M;Ecole Elémentaire privée Groupe Scolaire Excellence;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;22 rue Robinson;91100;Corbeil-Essonnes;091;Essonne;Ile-de-France;0984344550;rh@groupe-scolaire-excellence.com;;81289594400013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921059B;Ecole primaire privée Sainte Geneviève;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;19 rue de la Station;92600;Asnières-sur-Seine;092;Hauts-de-Seine;Ile-de-France;0147930528;ce.0921059B@ac-versailles.fr;;78528304500033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921065H;Ecole primaire privée Saint Joseph du Parchamp;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;6 rue du Parchamp;92100;Boulogne-Billancourt;092;Hauts-de-Seine;Ile-de-France;0146999030;ce.0921065H@ac-versailles.fr;;78530709100021;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921079Y;Ecole primaire privée Jeanne d'Arc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;9 boulevard de Valmy;92700;Colombes;092;Hauts-de-Seine;Ile-de-France;0155669100;ce.0921079Y@ac-versailles.fr;;78534628900032;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921082B;Ecole primaire privée Montalembert;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;238 boulevard Saint Denis;92400;Courbevoie;092;Hauts-de-Seine;Ile-de-France;0146671300;ce.0921082B@ac-versailles.fr;;78535510800024;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921084D;Ecole primaire privé Saint Vincent de Paul;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;5 ruelle de la Demi-Lune;92260;Fontenay-aux-Roses;092;Hauts-de-Seine;Ile-de-France;0147027508;ce.0921084D@ac-versailles.fr;;78535792200026;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921103Z;Ecole primaire privée Saint Joseph Bellevue;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;29 rue Henri Savignac;92190;Meudon;092;Hauts-de-Seine;Ile-de-France;0145341555;ce.0921103Z@ac-versailles.fr;;33908957500015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921114L;Ecole primaire privée Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;65 avenue du Général Leclerc;92340;Bourg-la-Reine;092;Hauts-de-Seine;Ile-de-France;0141134242;ce.0921114L@ac-versailles.fr;;77572280400033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921124X;Ecole primaire privée Saint Dominique;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;28 avenue Sainte Foy;92200;Neuilly-sur-Seine;092;Hauts-de-Seine;Ile-de-France;0140889227;ce.0921124X@ac-versailles.fr;;78542453200014;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921126Z;Ecole primaire privée Notre-Dame de Sainte Croix;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;44 boulevard Victor Hugo;92200;Neuilly-sur-Seine;092;Hauts-de-Seine;Ile-de-France;0140899613;ce.0921126Z@ac-versailles.fr;;40174982500022;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921136K;Ecole primaire privée Saint Joseph;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;8 rue Emile Verhaeren;92210;Saint-Cloud;092;Hauts-de-Seine;Ile-de-France;0146024982;ce.0921136K@ac-versailles.fr;;31460360600026;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921137L;Ecole primaire privée Saint Pie X;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Inconnu;19 rue des Ecoles;92210;Saint-Cloud;092;Hauts-de-Seine;Ile-de-France;0146025843;ce.0921137L@ac-versailles.fr;;78544699800011;À vérifier;;;;
0922110U;Ecole primaire privée Montessori Bilingue;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;5 rue de Garches;92210;Saint-Cloud;092;Hauts-de-Seine;Ile-de-France;0146026433;embcci@gmail.com;;33411832000012;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
